;num_obs;lambda;metric
0;25;0.001;0.6333333333333333
1;25;0.0011721022975334804;0.6333333333333333
2;25;0.0013738237958832624;0.6
3;25;0.0016102620275609393;0.6
4;25;0.0018873918221350976;0.6
5;25;0.00221221629107045;0.5666666666666667
6;25;0.002592943797404667;0.5
7;25;0.0030391953823131978;0.5
8;25;0.003562247890262444;0.43333333333333335
9;25;0.0041753189365604;0.4666666666666667
10;25;0.004893900918477494;0.4666666666666667
11;25;0.005736152510448681;0.4666666666666667
12;25;0.006723357536499335;0.4666666666666667
13;25;0.007880462815669913;0.5
14;25;0.009236708571873866;0.4666666666666667
15;25;0.010826367338740546;0.43333333333333335
16;25;0.01268961003167922;0.43333333333333335
17;25;0.01487352107293511;0.36666666666666664
18;25;0.017433288221999882;0.26666666666666666
19;25;0.020433597178569417;0.23333333333333334
20;25;0.02395026619987486;0.23333333333333334
21;25;0.02807216203941177;0.3
22;25;0.03290344562312668;0.3333333333333333
23;25;0.03856620421163472;0.36666666666666664
24;25;0.04520353656360243;0.36666666666666664
25;25;0.05298316906283707;0.4
26;25;0.06210169418915616;0.4
27;25;0.0727895384398315;0.4
28;25;0.08531678524172806;0.4
29;25;0.1;0.36666666666666664
30;56;0.001;0.7
31;56;0.0011721022975334804;0.7
32;56;0.0013738237958832624;0.7
33;56;0.0016102620275609393;0.7333333333333333
34;56;0.0018873918221350976;0.7
35;56;0.00221221629107045;0.7
36;56;0.002592943797404667;0.7333333333333333
37;56;0.0030391953823131978;0.7333333333333333
38;56;0.003562247890262444;0.7333333333333333
39;56;0.0041753189365604;0.7333333333333333
40;56;0.004893900918477494;0.7333333333333333
41;56;0.005736152510448681;0.6666666666666666
42;56;0.006723357536499335;0.6333333333333333
43;56;0.007880462815669913;0.5333333333333333
44;56;0.009236708571873866;0.5
45;56;0.010826367338740546;0.4
46;56;0.01268961003167922;0.4
47;56;0.01487352107293511;0.36666666666666664
48;56;0.017433288221999882;0.4
49;56;0.020433597178569417;0.43333333333333335
50;56;0.02395026619987486;0.36666666666666664
51;56;0.02807216203941177;0.4
52;56;0.03290344562312668;0.36666666666666664
53;56;0.03856620421163472;0.4
54;56;0.04520353656360243;0.4
55;56;0.05298316906283707;0.36666666666666664
56;56;0.06210169418915616;0.36666666666666664
57;56;0.0727895384398315;0.36666666666666664
58;56;0.08531678524172806;0.3333333333333333
59;56;0.1;0.3333333333333333
60;128;0.001;0.5666666666666667
61;128;0.0011721022975334804;0.5666666666666667
62;128;0.0013738237958832624;0.6
63;128;0.0016102620275609393;0.5666666666666667
64;128;0.0018873918221350976;0.5666666666666667
65;128;0.00221221629107045;0.5666666666666667
66;128;0.002592943797404667;0.5666666666666667
67;128;0.0030391953823131978;0.5
68;128;0.003562247890262444;0.4666666666666667
69;128;0.0041753189365604;0.5333333333333333
70;128;0.004893900918477494;0.5333333333333333
71;128;0.005736152510448681;0.5333333333333333
72;128;0.006723357536499335;0.5
73;128;0.007880462815669913;0.5333333333333333
74;128;0.009236708571873866;0.5
75;128;0.010826367338740546;0.5
76;128;0.01268961003167922;0.5
77;128;0.01487352107293511;0.5
78;128;0.017433288221999882;0.4666666666666667
79;128;0.020433597178569417;0.4
80;128;0.02395026619987486;0.4
81;128;0.02807216203941177;0.4
82;128;0.03290344562312668;0.4
83;128;0.03856620421163472;0.36666666666666664
84;128;0.04520353656360243;0.36666666666666664
85;128;0.05298316906283707;0.3333333333333333
86;128;0.06210169418915616;0.3333333333333333
87;128;0.0727895384398315;0.3333333333333333
88;128;0.08531678524172806;0.3333333333333333
89;128;0.1;0.3333333333333333
90;291;0.001;0.6
91;291;0.0011721022975334804;0.5666666666666667
92;291;0.0013738237958832624;0.5333333333333333
93;291;0.0016102620275609393;0.5666666666666667
94;291;0.0018873918221350976;0.6333333333333333
95;291;0.00221221629107045;0.7
96;291;0.002592943797404667;0.7333333333333333
97;291;0.0030391953823131978;0.7333333333333333
98;291;0.003562247890262444;0.7333333333333333
99;291;0.0041753189365604;0.7
100;291;0.004893900918477494;0.7
101;291;0.005736152510448681;0.7
102;291;0.006723357536499335;0.6333333333333333
103;291;0.007880462815669913;0.6
104;291;0.009236708571873866;0.5666666666666667
105;291;0.010826367338740546;0.5333333333333333
106;291;0.01268961003167922;0.5
107;291;0.01487352107293511;0.5
108;291;0.017433288221999882;0.43333333333333335
109;291;0.020433597178569417;0.36666666666666664
110;291;0.02395026619987486;0.36666666666666664
111;291;0.02807216203941177;0.36666666666666664
112;291;0.03290344562312668;0.36666666666666664
113;291;0.03856620421163472;0.36666666666666664
114;291;0.04520353656360243;0.3333333333333333
115;291;0.05298316906283707;0.3333333333333333
116;291;0.06210169418915616;0.3333333333333333
117;291;0.0727895384398315;0.3333333333333333
118;291;0.08531678524172806;0.3333333333333333
119;291;0.1;0.3333333333333333
120;661;0.001;0.6666666666666666
121;661;0.0011721022975334804;0.6666666666666666
122;661;0.0013738237958832624;0.6666666666666666
123;661;0.0016102620275609393;0.7
124;661;0.0018873918221350976;0.7
125;661;0.00221221629107045;0.6666666666666666
126;661;0.002592943797404667;0.6666666666666666
127;661;0.0030391953823131978;0.6666666666666666
128;661;0.003562247890262444;0.7
129;661;0.0041753189365604;0.6
130;661;0.004893900918477494;0.5333333333333333
131;661;0.005736152510448681;0.6333333333333333
132;661;0.006723357536499335;0.6666666666666666
133;661;0.007880462815669913;0.6666666666666666
134;661;0.009236708571873866;0.5333333333333333
135;661;0.010826367338740546;0.5333333333333333
136;661;0.01268961003167922;0.5333333333333333
137;661;0.01487352107293511;0.5
138;661;0.017433288221999882;0.43333333333333335
139;661;0.020433597178569417;0.4
140;661;0.02395026619987486;0.4
141;661;0.02807216203941177;0.4
142;661;0.03290344562312668;0.36666666666666664
143;661;0.03856620421163472;0.36666666666666664
144;661;0.04520353656360243;0.36666666666666664
145;661;0.05298316906283707;0.3333333333333333
146;661;0.06210169418915616;0.3333333333333333
147;661;0.0727895384398315;0.3333333333333333
148;661;0.08531678524172806;0.3333333333333333
149;661;0.1;0.3333333333333333
150;1500;0.001;0.7
151;1500;0.0011721022975334804;0.7
152;1500;0.0013738237958832624;0.7
153;1500;0.0016102620275609393;0.7333333333333333
154;1500;0.0018873918221350976;0.7333333333333333
155;1500;0.00221221629107045;0.6666666666666666
156;1500;0.002592943797404667;0.6333333333333333
157;1500;0.0030391953823131978;0.7333333333333333
158;1500;0.003562247890262444;0.7666666666666667
159;1500;0.0041753189365604;0.7666666666666667
160;1500;0.004893900918477494;0.7333333333333333
161;1500;0.005736152510448681;0.6666666666666666
162;1500;0.006723357536499335;0.6333333333333333
163;1500;0.007880462815669913;0.6333333333333333
164;1500;0.009236708571873866;0.6333333333333333
165;1500;0.010826367338740546;0.6333333333333333
166;1500;0.01268961003167922;0.6
167;1500;0.01487352107293511;0.5333333333333333
168;1500;0.017433288221999882;0.5
169;1500;0.020433597178569417;0.43333333333333335
170;1500;0.02395026619987486;0.4
171;1500;0.02807216203941177;0.36666666666666664
172;1500;0.03290344562312668;0.36666666666666664
173;1500;0.03856620421163472;0.36666666666666664
174;1500;0.04520353656360243;0.36666666666666664
175;1500;0.05298316906283707;0.3333333333333333
176;1500;0.06210169418915616;0.3333333333333333
177;1500;0.0727895384398315;0.3333333333333333
178;1500;0.08531678524172806;0.3333333333333333
179;1500;0.1;0.3333333333333333
0;25;0.001;0.5666666666666667
1;25;0.0011721022975334804;0.5666666666666667
2;25;0.0013738237958832624;0.5666666666666667
3;25;0.0016102620275609393;0.5666666666666667
4;25;0.0018873918221350976;0.5666666666666667
5;25;0.00221221629107045;0.5666666666666667
6;25;0.002592943797404667;0.5666666666666667
7;25;0.0030391953823131978;0.5666666666666667
8;25;0.003562247890262444;0.5666666666666667
9;25;0.0041753189365604;0.5666666666666667
10;25;0.004893900918477494;0.5666666666666667
11;25;0.005736152510448681;0.6333333333333333
12;25;0.006723357536499335;0.6333333333333333
13;25;0.007880462815669913;0.6333333333333333
14;25;0.009236708571873866;0.6
15;25;0.010826367338740546;0.6
16;25;0.01268961003167922;0.6
17;25;0.01487352107293511;0.5666666666666667
18;25;0.017433288221999882;0.6
19;25;0.020433597178569417;0.6
20;25;0.02395026619987486;0.6
21;25;0.02807216203941177;0.5666666666666667
22;25;0.03290344562312668;0.5666666666666667
23;25;0.03856620421163472;0.6
24;25;0.04520353656360243;0.5
25;25;0.05298316906283707;0.5
26;25;0.06210169418915616;0.4666666666666667
27;25;0.0727895384398315;0.43333333333333335
28;25;0.08531678524172806;0.43333333333333335
29;25;0.1;0.4
30;56;0.001;0.6
31;56;0.0011721022975334804;0.6
32;56;0.0013738237958832624;0.6
33;56;0.0016102620275609393;0.6
34;56;0.0018873918221350976;0.5666666666666667
35;56;0.00221221629107045;0.5666666666666667
36;56;0.002592943797404667;0.6
37;56;0.0030391953823131978;0.6
38;56;0.003562247890262444;0.5666666666666667
39;56;0.0041753189365604;0.5666666666666667
40;56;0.004893900918477494;0.5666666666666667
