;num_obs;lambda;metric
0;15;0.001;0.36666666666666664
1;15;0.0011721022975334804;0.36666666666666664
2;15;0.0013738237958832624;0.4
3;15;0.0016102620275609393;0.4
4;15;0.0018873918221350976;0.4666666666666667
5;15;0.00221221629107045;0.4666666666666667
6;15;0.002592943797404667;0.5333333333333333
7;15;0.0030391953823131978;0.5333333333333333
8;15;0.003562247890262444;0.5333333333333333
9;15;0.0041753189365604;0.5333333333333333
10;15;0.004893900918477494;0.5
11;15;0.005736152510448681;0.5
12;15;0.006723357536499335;0.5
13;15;0.007880462815669913;0.4666666666666667
14;15;0.009236708571873866;0.5
15;15;0.010826367338740546;0.5
16;15;0.01268961003167922;0.5
17;15;0.01487352107293511;0.5
18;15;0.017433288221999882;0.4666666666666667
19;15;0.020433597178569417;0.5
20;15;0.02395026619987486;0.5333333333333333
21;15;0.02807216203941177;0.6
22;15;0.03290344562312668;0.5666666666666667
23;15;0.03856620421163472;0.6
24;15;0.04520353656360243;0.6333333333333333
25;15;0.05298316906283707;0.7
26;15;0.06210169418915616;0.7333333333333333
27;15;0.0727895384398315;0.7333333333333333
28;15;0.08531678524172806;0.7666666666666667
29;15;0.1;0.7666666666666667
30;41;0.001;0.36666666666666664
31;41;0.0011721022975334804;0.36666666666666664
32;41;0.0013738237958832624;0.36666666666666664
33;41;0.0016102620275609393;0.36666666666666664
34;41;0.0018873918221350976;0.36666666666666664
35;41;0.00221221629107045;0.3333333333333333
36;41;0.002592943797404667;0.3333333333333333
37;41;0.0030391953823131978;0.3333333333333333
38;41;0.003562247890262444;0.36666666666666664
39;41;0.0041753189365604;0.4
40;41;0.004893900918477494;0.4
41;41;0.005736152510448681;0.43333333333333335
42;41;0.006723357536499335;0.4
43;41;0.007880462815669913;0.43333333333333335
44;41;0.009236708571873866;0.4
45;41;0.010826367338740546;0.43333333333333335
46;41;0.01268961003167922;0.43333333333333335
47;41;0.01487352107293511;0.5
48;41;0.017433288221999882;0.5333333333333333
49;41;0.020433597178569417;0.6666666666666666
50;41;0.02395026619987486;0.7
51;41;0.02807216203941177;0.7666666666666667
52;41;0.03290344562312668;0.7666666666666667
53;41;0.03856620421163472;0.7666666666666667
54;41;0.04520353656360243;0.7666666666666667
55;41;0.05298316906283707;0.7666666666666667
56;41;0.06210169418915616;0.7666666666666667
57;41;0.0727895384398315;0.7666666666666667
58;41;0.08531678524172806;0.7333333333333333
59;41;0.1;0.7333333333333333
60;116;0.001;0.36666666666666664
61;116;0.0011721022975334804;0.36666666666666664
62;116;0.0013738237958832624;0.4
63;116;0.0016102620275609393;0.43333333333333335
64;116;0.0018873918221350976;0.43333333333333335
65;116;0.00221221629107045;0.43333333333333335
66;116;0.002592943797404667;0.43333333333333335
67;116;0.0030391953823131978;0.4666666666666667
68;116;0.003562247890262444;0.5333333333333333
69;116;0.0041753189365604;0.5
70;116;0.004893900918477494;0.5
71;116;0.005736152510448681;0.5
72;116;0.006723357536499335;0.5333333333333333
73;116;0.007880462815669913;0.6333333333333333
74;116;0.009236708571873866;0.6
75;116;0.010826367338740546;0.6666666666666666
76;116;0.01268961003167922;0.6666666666666666
77;116;0.01487352107293511;0.7333333333333333
78;116;0.017433288221999882;0.7666666666666667
79;116;0.020433597178569417;0.8
80;116;0.02395026619987486;0.8
81;116;0.02807216203941177;0.8333333333333334
82;116;0.03290344562312668;0.8333333333333334
83;116;0.03856620421163472;0.8
84;116;0.04520353656360243;0.8
85;116;0.05298316906283707;0.7666666666666667
86;116;0.06210169418915616;0.7333333333333333
87;116;0.0727895384398315;0.7333333333333333
88;116;0.08531678524172806;0.7333333333333333
89;116;0.1;0.7333333333333333
90;322;0.001;0.4
91;322;0.0011721022975334804;0.4
92;322;0.0013738237958832624;0.43333333333333335
93;322;0.0016102620275609393;0.4666666666666667
94;322;0.0018873918221350976;0.4666666666666667
95;322;0.00221221629107045;0.5333333333333333
96;322;0.002592943797404667;0.5333333333333333
97;322;0.0030391953823131978;0.5
98;322;0.003562247890262444;0.5333333333333333
99;322;0.0041753189365604;0.6
100;322;0.004893900918477494;0.6333333333333333
101;322;0.005736152510448681;0.7
102;322;0.006723357536499335;0.7333333333333333
103;322;0.007880462815669913;0.8
104;322;0.009236708571873866;0.8333333333333334
105;322;0.010826367338740546;0.8
106;322;0.01268961003167922;0.8
107;322;0.01487352107293511;0.8666666666666667
108;322;0.017433288221999882;0.9
109;322;0.020433597178569417;0.8666666666666667
110;322;0.02395026619987486;0.8666666666666667
111;322;0.02807216203941177;0.8333333333333334
112;322;0.03290344562312668;0.8333333333333334
113;322;0.03856620421163472;0.8333333333333334
114;322;0.04520353656360243;0.8
115;322;0.05298316906283707;0.8
116;322;0.06210169418915616;0.7666666666666667
117;322;0.0727895384398315;0.7666666666666667
118;322;0.08531678524172806;0.7333333333333333
119;322;0.1;0.7333333333333333
120;898;0.001;0.5
121;898;0.0011721022975334804;0.5333333333333333
122;898;0.0013738237958832624;0.5666666666666667
123;898;0.0016102620275609393;0.6
124;898;0.0018873918221350976;0.5666666666666667
125;898;0.00221221629107045;0.6
126;898;0.002592943797404667;0.6333333333333333
127;898;0.0030391953823131978;0.6666666666666666
128;898;0.003562247890262444;0.7666666666666667
129;898;0.0041753189365604;0.8333333333333334
130;898;0.004893900918477494;0.8
131;898;0.005736152510448681;0.8333333333333334
132;898;0.006723357536499335;0.9
133;898;0.007880462815669913;0.9
134;898;0.009236708571873866;0.8666666666666667
135;898;0.010826367338740546;0.8666666666666667
136;898;0.01268961003167922;0.9
137;898;0.01487352107293511;0.9
138;898;0.017433288221999882;0.9
139;898;0.020433597178569417;0.9
140;898;0.02395026619987486;0.8666666666666667
141;898;0.02807216203941177;0.8666666666666667
142;898;0.03290344562312668;0.8666666666666667
143;898;0.03856620421163472;0.8666666666666667
144;898;0.04520353656360243;0.8333333333333334
145;898;0.05298316906283707;0.8
146;898;0.06210169418915616;0.8
147;898;0.0727895384398315;0.7666666666666667
148;898;0.08531678524172806;0.7333333333333333
149;898;0.1;0.7333333333333333
150;2499;0.001;0.5666666666666667
151;2499;0.0011721022975334804;0.6
152;2499;0.0013738237958832624;0.6333333333333333
153;2499;0.0016102620275609393;0.6333333333333333
154;2499;0.0018873918221350976;0.7
155;2499;0.00221221629107045;0.7333333333333333
156;2499;0.002592943797404667;0.7333333333333333
157;2499;0.0030391953823131978;0.8666666666666667
158;2499;0.003562247890262444;0.9333333333333333
159;2499;0.0041753189365604;0.9
160;2499;0.004893900918477494;0.9
161;2499;0.005736152510448681;0.9
162;2499;0.006723357536499335;0.9
163;2499;0.007880462815669913;0.9
164;2499;0.009236708571873866;0.9333333333333333
165;2499;0.010826367338740546;0.9
166;2499;0.01268961003167922;0.9
167;2499;0.01487352107293511;0.9
168;2499;0.017433288221999882;0.9
169;2499;0.020433597178569417;0.9
170;2499;0.02395026619987486;0.8666666666666667
171;2499;0.02807216203941177;0.8666666666666667
172;2499;0.03290344562312668;0.8666666666666667
173;2499;0.03856620421163472;0.8666666666666667
174;2499;0.04520353656360243;0.8666666666666667
175;2499;0.05298316906283707;0.8333333333333334
176;2499;0.06210169418915616;0.8
177;2499;0.0727895384398315;0.7666666666666667
178;2499;0.08531678524172806;0.7333333333333333
179;2499;0.1;0.7333333333333333
0;15;0.001;0.5333333333333333
1;15;0.0011721022975334804;0.5333333333333333
2;15;0.0013738237958832624;0.5333333333333333
3;15;0.0016102620275609393;0.5333333333333333
4;15;0.0018873918221350976;0.5333333333333333
5;15;0.00221221629107045;0.5333333333333333
6;15;0.002592943797404667;0.5333333333333333
7;15;0.0030391953823131978;0.5333333333333333
8;15;0.003562247890262444;0.5333333333333333
9;15;0.0041753189365604;0.5333333333333333
10;15;0.004893900918477494;0.5333333333333333
11;15;0.005736152510448681;0.5333333333333333
12;15;0.006723357536499335;0.5333333333333333
13;15;0.007880462815669913;0.5333333333333333
14;15;0.009236708571873866;0.6
15;15;0.010826367338740546;0.6
16;15;0.01268961003167922;0.6333333333333333
17;15;0.01487352107293511;0.7
18;15;0.017433288221999882;0.6666666666666666
19;15;0.020433597178569417;0.7
20;15;0.02395026619987486;0.7666666666666667
21;15;0.02807216203941177;0.7666666666666667
22;15;0.03290344562312668;0.8
23;15;0.03856620421163472;0.8666666666666667
24;15;0.04520353656360243;0.8666666666666667
25;15;0.05298316906283707;0.8666666666666667
26;15;0.06210169418915616;0.8666666666666667
27;15;0.0727895384398315;0.9
28;15;0.08531678524172806;0.9
29;15;0.1;0.8666666666666667
30;41;0.001;0.5333333333333333
31;41;0.0011721022975334804;0.5333333333333333
32;41;0.0013738237958832624;0.5
33;41;0.0016102620275609393;0.5
34;41;0.0018873918221350976;0.5
35;41;0.00221221629107045;0.5333333333333333
36;41;0.002592943797404667;0.5333333333333333
37;41;0.0030391953823131978;0.5333333333333333
38;41;0.003562247890262444;0.5666666666666667
39;41;0.0041753189365604;0.5666666666666667
40;41;0.004893900918477494;0.5666666666666667
41;41;0.005736152510448681;0.5666666666666667
42;41;0.006723357536499335;0.5666666666666667
43;41;0.007880462815669913;0.6
44;41;0.009236708571873866;0.6
45;41;0.010826367338740546;0.6
46;41;0.01268961003167922;0.7
47;41;0.01487352107293511;0.7
48;41;0.017433288221999882;0.7
49;41;0.020433597178569417;0.7333333333333333
50;41;0.02395026619987486;0.8333333333333334
51;41;0.02807216203941177;0.8333333333333334
52;41;0.03290344562312668;0.8666666666666667
53;41;0.03856620421163472;0.9
54;41;0.04520353656360243;0.9333333333333333
55;41;0.05298316906283707;0.9333333333333333
56;41;0.06210169418915616;0.9333333333333333
57;41;0.0727895384398315;0.8666666666666667
58;41;0.08531678524172806;0.8666666666666667
59;41;0.1;0.8666666666666667
60;116;0.001;0.5666666666666667
61;116;0.0011721022975334804;0.6333333333333333
62;116;0.0013738237958832624;0.6333333333333333
63;116;0.0016102620275609393;0.6333333333333333
64;116;0.0018873918221350976;0.6333333333333333
65;116;0.00221221629107045;0.6333333333333333
66;116;0.002592943797404667;0.6333333333333333
67;116;0.0030391953823131978;0.7
68;116;0.003562247890262444;0.7
69;116;0.0041753189365604;0.7
70;116;0.004893900918477494;0.7333333333333333
71;116;0.005736152510448681;0.8
72;116;0.006723357536499335;0.8333333333333334
73;116;0.007880462815669913;0.8
74;116;0.009236708571873866;0.7666666666666667
75;116;0.010826367338740546;0.8333333333333334
76;116;0.01268961003167922;0.8666666666666667
77;116;0.01487352107293511;0.9
78;116;0.017433288221999882;0.9
79;116;0.020433597178569417;0.9
80;116;0.02395026619987486;0.9
81;116;0.02807216203941177;0.9
82;116;0.03290344562312668;0.9
83;116;0.03856620421163472;0.9
84;116;0.04520353656360243;0.9
85;116;0.05298316906283707;0.9
86;116;0.06210169418915616;0.8666666666666667
87;116;0.0727895384398315;0.8666666666666667
88;116;0.08531678524172806;0.8666666666666667
89;116;0.1;0.8666666666666667
90;322;0.001;0.5666666666666667
91;322;0.0011721022975334804;0.6
92;322;0.0013738237958832624;0.6
93;322;0.0016102620275609393;0.7
94;322;0.0018873918221350976;0.8
95;322;0.00221221629107045;0.8
96;322;0.002592943797404667;0.8666666666666667
97;322;0.0030391953823131978;0.9
98;322;0.003562247890262444;0.9
99;322;0.0041753189365604;0.9
100;322;0.004893900918477494;0.9
101;322;0.005736152510448681;0.9
102;322;0.006723357536499335;0.9
103;322;0.007880462815669913;0.8333333333333334
104;322;0.009236708571873866;0.9
105;322;0.010826367338740546;0.9333333333333333
106;322;0.01268961003167922;0.9333333333333333
107;322;0.01487352107293511;0.9333333333333333
108;322;0.017433288221999882;0.9333333333333333
109;322;0.020433597178569417;0.9333333333333333
110;322;0.02395026619987486;0.9333333333333333
111;322;0.02807216203941177;0.9333333333333333
112;322;0.03290344562312668;0.9333333333333333
113;322;0.03856620421163472;0.9
114;322;0.04520353656360243;0.9
115;322;0.05298316906283707;0.9
116;322;0.06210169418915616;0.9
117;322;0.0727895384398315;0.8666666666666667
118;322;0.08531678524172806;0.8666666666666667
119;322;0.1;0.8666666666666667
120;898;0.001;0.6
121;898;0.0011721022975334804;0.6
122;898;0.0013738237958832624;0.6333333333333333
123;898;0.0016102620275609393;0.7333333333333333
124;898;0.0018873918221350976;0.7333333333333333
125;898;0.00221221629107045;0.8
126;898;0.002592943797404667;0.8333333333333334
127;898;0.0030391953823131978;0.8333333333333334
128;898;0.003562247890262444;0.8333333333333334
129;898;0.0041753189365604;0.8666666666666667
130;898;0.004893900918477494;0.9333333333333333
131;898;0.005736152510448681;0.9666666666666667
132;898;0.006723357536499335;1.0
133;898;0.007880462815669913;1.0
134;898;0.009236708571873866;1.0
135;898;0.010826367338740546;0.9333333333333333
136;898;0.01268961003167922;0.9333333333333333
137;898;0.01487352107293511;0.9333333333333333
138;898;0.017433288221999882;0.9333333333333333
139;898;0.020433597178569417;0.9333333333333333
140;898;0.02395026619987486;0.9333333333333333
141;898;0.02807216203941177;0.9333333333333333
142;898;0.03290344562312668;0.9333333333333333
143;898;0.03856620421163472;0.9
144;898;0.04520353656360243;0.9
145;898;0.05298316906283707;0.9
146;898;0.06210169418915616;0.9
147;898;0.0727895384398315;0.9
148;898;0.08531678524172806;0.9
149;898;0.1;0.9
150;2499;0.001;0.6666666666666666
151;2499;0.0011721022975334804;0.6666666666666666
152;2499;0.0013738237958832624;0.7
153;2499;0.0016102620275609393;0.7666666666666667
154;2499;0.0018873918221350976;0.8
155;2499;0.00221221629107045;0.8666666666666667
156;2499;0.002592943797404667;0.9333333333333333
157;2499;0.0030391953823131978;0.9666666666666667
158;2499;0.003562247890262444;1.0
159;2499;0.0041753189365604;1.0
160;2499;0.004893900918477494;1.0
161;2499;0.005736152510448681;0.9666666666666667
162;2499;0.006723357536499335;0.9666666666666667
163;2499;0.007880462815669913;0.9666666666666667
164;2499;0.009236708571873866;0.9333333333333333
165;2499;0.010826367338740546;0.9333333333333333
166;2499;0.01268961003167922;0.9333333333333333
167;2499;0.01487352107293511;0.9333333333333333
168;2499;0.017433288221999882;0.9333333333333333
169;2499;0.020433597178569417;0.9333333333333333
170;2499;0.02395026619987486;0.9333333333333333
171;2499;0.02807216203941177;0.9333333333333333
172;2499;0.03290344562312668;0.9333333333333333
173;2499;0.03856620421163472;0.9
174;2499;0.04520353656360243;0.9
175;2499;0.05298316906283707;0.9
176;2499;0.06210169418915616;0.9
177;2499;0.0727895384398315;0.9
178;2499;0.08531678524172806;0.9
179;2499;0.1;0.9
0;15;0.001;0.5666666666666667
