;num_obs;lambda;metric
0;25;0.001;0.21052631578947367
1;25;0.0011721022975334804;0.21052631578947367
2;25;0.0013738237958832624;0.21238938053097342
3;25;0.0016102620275609393;0.21238938053097342
4;25;0.0018873918221350976;0.21621621621621626
5;25;0.00221221629107045;0.2018348623853211
6;25;0.002592943797404667;0.205607476635514
7;25;0.0030391953823131978;0.20754716981132076
8;25;0.003562247890262444;0.20952380952380953
9;25;0.0041753189365604;0.21782178217821782
10;25;0.004893900918477494;0.22448979591836732
11;25;0.005736152510448681;0.23655913978494622
12;25;0.006723357536499335;0.2247191011235955
13;25;0.007880462815669913;0.2298850574712644
14;25;0.009236708571873866;0.24096385542168677
15;25;0.010826367338740546;0.2531645569620253
16;25;0.01268961003167922;0.25974025974025977
17;25;0.01487352107293511;0.28571428571428575
18;25;0.017433288221999882;0.25396825396825395
19;25;0.020433597178569417;0.2641509433962264
20;25;0.02395026619987486;0.3157894736842105
21;25;0.02807216203941177;0.36363636363636365
22;25;0.03290344562312668;0.21428571428571427
23;25;0.03856620421163472;0.24000000000000002
24;25;0.04520353656360243;0.1904761904761905
25;25;0.05298316906283707;0.125
26;25;0.06210169418915616;0.14285714285714285
27;25;0.0727895384398315;0.15384615384615385
28;25;0.08531678524172806;0.0
29;25;0.1;0.0
30;56;0.001;0.19834710743801653
31;56;0.0011721022975334804;0.19834710743801653
32;56;0.0013738237958832624;0.20168067226890757
33;56;0.0016102620275609393;0.20512820512820512
34;56;0.0018873918221350976;0.20869565217391306
35;56;0.00221221629107045;0.21428571428571425
36;56;0.002592943797404667;0.2018348623853211
37;56;0.0030391953823131978;0.20754716981132076
38;56;0.003562247890262444;0.21782178217821782
39;56;0.0041753189365604;0.22222222222222224
40;56;0.004893900918477494;0.23404255319148937
41;56;0.005736152510448681;0.23913043478260868
42;56;0.006723357536499335;0.25
43;56;0.007880462815669913;0.26829268292682923
44;56;0.009236708571873866;0.2972972972972973
45;56;0.010826367338740546;0.31428571428571433
46;56;0.01268961003167922;0.31746031746031744
47;56;0.01487352107293511;0.32727272727272727
48;56;0.017433288221999882;0.37209302325581395
49;56;0.020433597178569417;0.4375
50;56;0.02395026619987486;0.3703703703703704
51;56;0.02807216203941177;0.3636363636363636
52;56;0.03290344562312668;0.4444444444444444
53;56;0.03856620421163472;0.26666666666666666
54;56;0.04520353656360243;0.2857142857142857
55;56;0.05298316906283707;0.15384615384615385
56;56;0.06210169418915616;0.15384615384615385
57;56;0.0727895384398315;0.0
58;56;0.08531678524172806;0.0
59;56;0.1;0.0
60;128;0.001;0.1896551724137931
61;128;0.0011721022975334804;0.1929824561403509
62;128;0.0013738237958832624;0.1946902654867257
63;128;0.0016102620275609393;0.1981981981981982
64;128;0.0018873918221350976;0.2
65;128;0.00221221629107045;0.20754716981132076
66;128;0.002592943797404667;0.21782178217821782
67;128;0.0030391953823131978;0.2268041237113402
68;128;0.003562247890262444;0.23157894736842105
69;128;0.0041753189365604;0.23655913978494622
70;128;0.004893900918477494;0.2588235294117647
71;128;0.005736152510448681;0.2784810126582279
72;128;0.006723357536499335;0.28205128205128205
73;128;0.007880462815669913;0.31428571428571433
74;128;0.009236708571873866;0.3225806451612903
75;128;0.010826367338740546;0.37735849056603776
76;128;0.01268961003167922;0.42553191489361697
77;128;0.01487352107293511;0.4242424242424242
78;128;0.017433288221999882;0.4666666666666666
79;128;0.020433597178569417;0.43478260869565216
80;128;0.02395026619987486;0.4761904761904762
81;128;0.02807216203941177;0.5263157894736842
82;128;0.03290344562312668;0.375
83;128;0.03856620421163472;0.4
84;128;0.04520353656360243;0.2857142857142857
85;128;0.05298316906283707;0.15384615384615385
86;128;0.06210169418915616;0.15384615384615385
87;128;0.0727895384398315;0.0
88;128;0.08531678524172806;0.0
89;128;0.1;0.0
90;291;0.001;0.21428571428571425
91;291;0.0011721022975334804;0.21428571428571425
92;291;0.0013738237958832624;0.2181818181818182
93;291;0.0016102620275609393;0.22641509433962262
94;291;0.0018873918221350976;0.24000000000000002
95;291;0.00221221629107045;0.25
96;291;0.002592943797404667;0.26373626373626374
97;291;0.0030391953823131978;0.2758620689655173
98;291;0.003562247890262444;0.29629629629629634
99;291;0.0041753189365604;0.29333333333333333
100;291;0.004893900918477494;0.29411764705882354
101;291;0.005736152510448681;0.3389830508474576
102;291;0.006723357536499335;0.3846153846153846
103;291;0.007880462815669913;0.47619047619047616
104;291;0.009236708571873866;0.5
105;291;0.010826367338740546;0.5517241379310345
106;291;0.01268961003167922;0.64
107;291;0.01487352107293511;0.6363636363636365
108;291;0.017433288221999882;0.6666666666666666
109;291;0.020433597178569417;0.5555555555555556
110;291;0.02395026619987486;0.47058823529411764
111;291;0.02807216203941177;0.4
112;291;0.03290344562312668;0.4
113;291;0.03856620421163472;0.4
114;291;0.04520353656360243;0.2857142857142857
115;291;0.05298316906283707;0.0
116;291;0.06210169418915616;0.0
117;291;0.0727895384398315;0.0
118;291;0.08531678524172806;0.0
119;291;0.1;0.0
120;661;0.001;0.205607476635514
121;661;0.0011721022975334804;0.22222222222222224
122;661;0.0013738237958832624;0.23913043478260868
123;661;0.0016102620275609393;0.24175824175824176
124;661;0.0018873918221350976;0.24175824175824176
125;661;0.00221221629107045;0.2558139534883721
126;661;0.002592943797404667;0.2716049382716049
127;661;0.0030391953823131978;0.2631578947368421
128;661;0.003562247890262444;0.28985507246376807
129;661;0.0041753189365604;0.3103448275862069
130;661;0.004893900918477494;0.36
131;661;0.005736152510448681;0.4186046511627908
132;661;0.006723357536499335;0.5
133;661;0.007880462815669913;0.6
134;661;0.009236708571873866;0.6923076923076924
135;661;0.010826367338740546;0.75
136;661;0.01268961003167922;0.7826086956521738
137;661;0.01487352107293511;0.761904761904762
138;661;0.017433288221999882;0.6666666666666666
139;661;0.020433597178569417;0.5
140;661;0.02395026619987486;0.5
141;661;0.02807216203941177;0.4
142;661;0.03290344562312668;0.4
143;661;0.03856620421163472;0.4
144;661;0.04520353656360243;0.2857142857142857
145;661;0.05298316906283707;0.0
146;661;0.06210169418915616;0.0
147;661;0.0727895384398315;0.0
148;661;0.08531678524172806;0.0
149;661;0.1;0.0
150;1500;0.001;0.24000000000000002
151;1500;0.0011721022975334804;0.24489795918367346
152;1500;0.0013738237958832624;0.25
153;1500;0.0016102620275609393;0.2696629213483146
154;1500;0.0018873918221350976;0.30379746835443033
155;1500;0.00221221629107045;0.33802816901408456
156;1500;0.002592943797404667;0.375
157;1500;0.0030391953823131978;0.4210526315789474
158;1500;0.003562247890262444;0.4583333333333333
159;1500;0.0041753189365604;0.4888888888888888
160;1500;0.004893900918477494;0.5945945945945945
161;1500;0.005736152510448681;0.7096774193548387
162;1500;0.006723357536499335;0.8
163;1500;0.007880462815669913;0.8
164;1500;0.009236708571873866;0.8695652173913043
165;1500;0.010826367338740546;0.8571428571428571
166;1500;0.01268961003167922;0.8
167;1500;0.01487352107293511;0.6666666666666666
168;1500;0.017433288221999882;0.5
169;1500;0.020433597178569417;0.5
170;1500;0.02395026619987486;0.5
171;1500;0.02807216203941177;0.4
172;1500;0.03290344562312668;0.4
173;1500;0.03856620421163472;0.2857142857142857
174;1500;0.04520353656360243;0.0
175;1500;0.05298316906283707;0.0
176;1500;0.06210169418915616;0.0
177;1500;0.0727895384398315;0.0
178;1500;0.08531678524172806;0.0
179;1500;0.1;0.0
0;25;0.001;0.17142857142857143
1;25;0.0011721022975334804;0.1726618705035971
2;25;0.0013738237958832624;0.1751824817518248
3;25;0.0016102620275609393;0.1751824817518248
4;25;0.0018873918221350976;0.16417910447761191
5;25;0.00221221629107045;0.16793893129770993
6;25;0.002592943797404667;0.15384615384615385
7;25;0.0030391953823131978;0.15503875968992248
8;25;0.003562247890262444;0.15748031496062992
9;25;0.0041753189365604;0.15873015873015872
10;25;0.004893900918477494;0.16393442622950818
11;25;0.005736152510448681;0.1724137931034483
12;25;0.006723357536499335;0.17391304347826086
13;25;0.007880462815669913;0.18181818181818182
14;25;0.009236708571873866;0.17475728155339806
15;25;0.010826367338740546;0.18181818181818182
16;25;0.01268961003167922;0.17777777777777778
17;25;0.01487352107293511;0.1842105263157895
18;25;0.017433288221999882;0.20895522388059698
19;25;0.020433597178569417;0.17857142857142858
20;25;0.02395026619987486;0.1702127659574468
21;25;0.02807216203941177;0.20512820512820512
22;25;0.03290344562312668;0.1714285714285714
23;25;0.03856620421163472;0.25
24;25;0.04520353656360243;0.375
25;25;0.05298316906283707;0.4
26;25;0.06210169418915616;0.0
27;25;0.0727895384398315;0.0
28;25;0.08531678524172806;0.0
29;25;0.1;0.0
30;56;0.001;0.17391304347826084
31;56;0.0011721022975334804;0.17391304347826084
32;56;0.0013738237958832624;0.17391304347826084
33;56;0.0016102620275609393;0.17777777777777776
34;56;0.0018873918221350976;0.16793893129770993
35;56;0.00221221629107045;0.1746031746031746
36;56;0.002592943797404667;0.16129032258064516
37;56;0.0030391953823131978;0.16260162601626016
38;56;0.003562247890262444;0.1487603305785124
39;56;0.0041753189365604;0.15254237288135594
40;56;0.004893900918477494;0.15517241379310343
41;56;0.005736152510448681;0.14678899082568808
42;56;0.006723357536499335;0.15384615384615383
43;56;0.007880462815669913;0.15384615384615383
44;56;0.009236708571873866;0.15841584158415842
45;56;0.010826367338740546;0.17777777777777778
46;56;0.01268961003167922;0.2
47;56;0.01487352107293511;0.14705882352941177
48;56;0.017433288221999882;0.2222222222222222
49;56;0.020433597178569417;0.21621621621621623
50;56;0.02395026619987486;0.21428571428571427
51;56;0.02807216203941177;0.25
52;56;0.03290344562312668;0.3157894736842105
53;56;0.03856620421163472;0.15384615384615385
54;56;0.04520353656360243;0.15384615384615385
55;56;0.05298316906283707;0.0
56;56;0.06210169418915616;0.0
57;56;0.0727895384398315;0.0
58;56;0.08531678524172806;0.0
59;56;0.1;0.0
60;128;0.001;0.17647058823529413
61;128;0.0011721022975334804;0.1791044776119403
62;128;0.0013738237958832624;0.18045112781954886
63;128;0.0016102620275609393;0.18181818181818182
64;128;0.0018873918221350976;0.1875
65;128;0.00221221629107045;0.19354838709677416
66;128;0.002592943797404667;0.2033898305084746
67;128;0.0030391953823131978;0.21238938053097342
68;128;0.003562247890262444;0.2222222222222222
69;128;0.0041753189365604;0.21782178217821782
70;128;0.004893900918477494;0.20833333333333331
71;128;0.005736152510448681;0.2298850574712644
72;128;0.006723357536499335;0.24
73;128;0.007880462815669913;0.2857142857142857
74;128;0.009236708571873866;0.3
75;128;0.010826367338740546;0.31372549019607837
76;128;0.01268961003167922;0.36363636363636365
77;128;0.01487352107293511;0.3157894736842105
78;128;0.017433288221999882;0.26666666666666666
79;128;0.020433597178569417;0.3
80;128;0.02395026619987486;0.3333333333333333
81;128;0.02807216203941177;0.375
82;128;0.03290344562312668;0.15384615384615385
83;128;0.03856620421163472;0.15384615384615385
84;128;0.04520353656360243;0.0
85;128;0.05298316906283707;0.0
86;128;0.06210169418915616;0.0
87;128;0.0727895384398315;0.0
88;128;0.08531678524172806;0.0
89;128;0.1;0.0
90;291;0.001;0.15503875968992248
91;291;0.0011721022975334804;0.15748031496062992
92;291;0.0013738237958832624;0.16129032258064516
93;291;0.0016102620275609393;0.1652892561983471
94;291;0.0018873918221350976;0.1724137931034483
95;291;0.00221221629107045;0.18181818181818182
