;seed;num_obs;real_values;pred_langevin_posterior;pred_langevin_prior;pred_glasso;pred_tiger;pred_threshold;pred_gnn
0;0;25;[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0];[0.699999988079071, 0.5, 0.5, 0.20000000298023224, 0.30000001192092896, 0.4000000059604645, 0.699999988079071, 0.0, 0.699999988079071, 0.30000001192092896, 0.4000000059604645, 0.5, 0.4000000059604645, 0.699999988079071, 0.20000000298023224, 0.5, 0.9000000357627869, 0.800000011920929, 0.20000000298023224, 0.20000000298023224, 0.30000001192092896, 0.20000000298023224, 1.0, 0.9000000357627869, 0.5, 0.699999988079071, 0.699999988079071, 0.4000000059604645, 0.0, 0.10000000149011612, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.5, 0.30000001192092896, 0.10000000149011612, 0.5, 1.0, 0.4000000059604645, 0.30000001192092896, 0.10000000149011612, 0.10000000149011612, 0.4000000059604645, 0.10000000149011612, 0.10000000149011612, 0.30000001192092896, 0.0, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.20000000298023224, 0.20000000298023224, 1.0, 0.4000000059604645, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.20000000298023224, 0.10000000149011612, 0.20000000298023224, 0.20000000298023224, 0.10000000149011612, 0.6000000238418579, 0.0, 0.10000000149011612, 0.0, 0.0, 0.4000000059604645, 0.4000000059604645, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.20000000298023224, 0.0, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.30000001192092896, 0.30000001192092896, 0.5, 0.30000001192092896, 0.5, 0.10000000149011612, 0.20000000298023224, 0.10000000149011612, 0.0, 0.10000000149011612, 0.20000000298023224, 0.10000000149011612, 0.20000000298023224, 0.10000000149011612, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.0, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.10000000149011612];[0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4.263293714895403, 1.6585602846518714, 0.12538178852464898, 1.3787881847960235, 7.393534902028442, 1.393327061641976, 4.266065987081341, 1.9998108809354191, 7.476019863939205, 3.813721322628554, 2.396326811672583, 2.8345379945457663, 0.9029595799607112, 3.4247631634142275, 1.2432563310611546, 1.4294230154367613, 5.444289611581076, 5.916711062826467, 3.204092386619609, 3.0797764302910977, 4.1255678844191515, 1.2106364429877552, 8.08011333455567, 5.260548781064123, 1.7334652453164623, 2.453188778954451, 3.5005733477607865, 0.6721732002647556, 1.3668111646868442, 0.13215021879098646, 2.120825257417181, 0.7301481988693179, 0.8565955040521014, 3.7237877218021085, 1.377805754305557, 0.8193367289748069, 1.9511005879901835, 0.8766645747039541, 5.747393825032859, 1.6066404504852154, 3.1777605298457816, 1.5408702618627712, 1.87727059170714, 2.2785775212191246, 1.8447204231697643, 0.3822306435237986, 0.5407175309999734, 2.984063905718862, 0.9430808982677756, 3.8646679545347764, 1.2288470192759016, 0.020904777406372404, 1.2063843202891402, 1.3582580301332334, 0.3475749115603562, 4.772799973253915, 4.740152849580058, 0.22888042472465822, 0.19682170571470176, 2.051711941738698, 1.3415660941700924, 2.241047873286495, 0.05769954946553867, 3.5601899044870766, 0.1456766610078931, 0.1591131111349931, 1.597151888045706, 2.142852573256345, 0.39825969930412064, 0.41872625746269554, 1.9372067750388675, 2.944613225144599, 1.8057646277721746, 0.8968660565725665, 0.5008493564294046, 1.9408938736925927, 0.5408540477200547, 1.1565018554504212, 9.419661896496862, 1.2975162997207859, 1.2975683612372375, 1.3489850026519234, 0.525393757525464, 2.8198117055806464, 0.6108171420656948, 2.863781299173588, 3.182696114742137, 0.7937052562727893, 3.8855758945894814, 1.6262155943276424, 2.0398274830453533, 1.7258807412880297, 3.0512177936049514, 1.3179463525406643, 4.535497509611352, 0.1470286557374145, 1.0464655845219673, 0.48143731013440877, 0.5362614190783026, 0.7783782858071318, 1.3266019646832259, 1.1987243026551793, 1.6811496466788785];[0.8078159987926483, 0.8428139388561249, 0.5439781546592712, 0.5176116824150085, 0.6238018274307251, 0.5839221775531769, 0.9197829961776733, 0.578952819108963, 0.7238882184028625, 0.7066909670829773, 0.6916007101535797, 0.4978858232498169, 0.7121820449829102, 0.673358142375946, 0.5223861634731293, 0.5626293122768402, 0.4402722716331482, 0.6124500632286072, 0.622804582118988, 0.6845769286155701, 0.4941965639591217, 0.6257521212100983, 0.7608548998832703, 0.5729689598083496, 0.7498552203178406, 0.617237001657486, 0.46359488368034363, 0.5330626368522644, 0.4946948289871216, 0.5194264203310013, 0.5374436527490616, 0.6121512949466705, 0.6571643948554993, 0.5532156825065613, 0.6137236654758453, 0.6536287665367126, 0.5125460028648376, 0.4271959662437439, 0.7414151728153229, 0.6563676297664642, 0.5214409232139587, 0.514568880200386, 0.6358653903007507, 0.5379191040992737, 0.7453226447105408, 0.5379322469234467, 0.3878253400325775, 0.29624273627996445, 0.3858100324869156, 0.33340775966644287, 0.06829994171857834, 0.09060613997280598, 0.4789372682571411, 0.5174141824245453, 0.6000656485557556, 0.509919136762619, 0.5769062340259552, 0.4564692825078964, 0.5371369421482086, 0.6817246973514557, 0.4334563910961151, 0.4554361253976822, 0.44446684420108795, 0.6414814889431, 0.40118686854839325, 0.6092082560062408, 0.6717259883880615, 0.6053327322006226, 0.574995368719101, 0.5768225193023682, 0.5247333943843842, 0.516928419470787, 0.570500522851944, 0.4040726274251938, 0.3921315222978592, 0.5801673233509064, 0.5497303903102875, 0.5260829329490662, 0.5169546604156494, 0.458485409617424, 0.5191720575094223, 0.6649875044822693, 0.5020880997180939, 0.5921642184257507, 0.5656263530254364, 0.39657342433929443, 0.5045994967222214, 0.4577227383852005, 0.6131716072559357, 0.6122842729091644, 0.619469404220581, 0.6158674955368042, 0.5891934931278229, 0.7091242372989655, 0.5344001054763794, 0.4582390636205673, 0.3551216870546341, 0.3546619415283203, 0.44996377825737, 0.570543497800827, 0.3771039992570877, 0.45933006703853607, 0.5675674676895142]
1;0;100;[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0];[0.6000000238418579, 0.4000000059604645, 0.5, 0.30000001192092896, 0.20000000298023224, 0.4000000059604645, 0.30000001192092896, 0.0, 0.4000000059604645, 0.4000000059604645, 0.30000001192092896, 0.4000000059604645, 0.4000000059604645, 1.0, 0.20000000298023224, 0.4000000059604645, 1.0, 0.4000000059604645, 0.20000000298023224, 0.4000000059604645, 1.0, 0.30000001192092896, 0.5, 0.6000000238418579, 0.5, 0.5, 0.6000000238418579, 0.4000000059604645, 0.0, 0.20000000298023224, 0.30000001192092896, 0.30000001192092896, 0.5, 0.20000000298023224, 0.6000000238418579, 0.0, 0.10000000149011612, 0.5, 0.10000000149011612, 0.4000000059604645, 0.30000001192092896, 0.10000000149011612, 0.30000001192092896, 0.5, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.10000000149011612, 0.30000001192092896, 0.10000000149011612, 0.10000000149011612, 0.30000001192092896, 0.4000000059604645, 0.10000000149011612, 0.20000000298023224, 1.0, 0.5, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.6000000238418579, 0.0, 0.0, 0.0, 0.0, 0.6000000238418579, 0.4000000059604645, 0.20000000298023224, 0.20000000298023224, 0.699999988079071, 0.20000000298023224, 0.0, 0.10000000149011612, 0.20000000298023224, 0.10000000149011612, 0.30000001192092896, 0.30000001192092896, 0.5, 0.20000000298023224, 0.30000001192092896, 0.10000000149011612, 0.20000000298023224, 0.10000000149011612, 0.0, 0.30000001192092896, 0.20000000298023224, 0.0, 0.20000000298023224, 0.30000001192092896, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.0, 0.30000001192092896, 0.20000000298023224, 0.5, 0.4000000059604645];[0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[1.5569891321720988, 0.33701018344275085, 0.24073529892483508, 1.4937597605845911, 1.3400059553515298, 0.22042727028522985, 0.07320832838327478, 0.5922460097068224, 1.466901672810051, 0.8866957288397698, 0.04176602386424327, 0.03264007536551907, 0.029185289027537555, 2.4409599290233395, 0.025844401488160022, 0.03821989592161355, 2.7421817728154787, 1.3001903249749998, 0.1111035989517857, 1.7054853005177537, 4.292853429458754, 0.8690577601202538, 0.5429991491259042, 1.3025564468234163, 0.3684354585503664, 0.6887739531222813, 1.822363335294281, 0.17968607625021488, 0.4289669936709692, 1.015045387415541, 0.9531904688091972, 0.004258565379041942, 0.9716166682302327, 1.177066580417149, 0.7466300245912658, 0.06059354446501889, 0.5750118407319914, 0.13084623888688854, 0.4537931213254487, 1.5930448698292132, 1.5777157274547433, 0.003533868894874331, 1.5327091914787334, 0.11791298743654653, 0.28914019373266725, 0.021782200635095027, 0.8301796409075818, 0.37460268368358834, 1.553961706188419, 1.1413833775692348, 0.7287753523537658, 1.1340731884363837, 0.6640188388597474, 0.5739899700820128, 1.206259195052975, 2.038273087165635, 1.5994247538875148, 0.13154751575886844, 0.29429889014756727, 0.35813328236731606, 0.7060726935062294, 0.025091974434809306, 0.06558836633498641, 0.3936876474520553, 0.06288468921054634, 1.1837201220811542, 0.5411974931867073, 0.7730682105999496, 0.9811986983834621, 0.1148999302272135, 0.1020277794836884, 2.949615096819175, 0.1597918817926935, 1.5044210374914095, 0.9022331137743443, 1.5720663565526898, 0.4313204849475466, 0.026166438474535984, 1.2010606917672666, 0.9027169413203789, 0.7722123465931966, 0.21783866529466367, 0.14541426807045923, 1.035298084244371, 0.0907809128094037, 0.5830005973574964, 1.1719318479202685, 0.5575319779101272, 0.09892320309844425, 0.06397616954824846, 1.8840644094774914, 0.27414646787088737, 0.37233276432527934, 1.0629498074682437, 2.618798357142113, 0.7357760774837022, 0.8829769752120492, 0.5346632548457034, 0.9643696048682202, 0.3790938705429804, 0.20714470717079073, 0.6890286089018144, 1.642869760080358];[0.8492770195007324, 0.9399074614048004, 0.7597273886203766, 0.9252694845199585, 0.9191764295101166, 0.9161854088306427, 0.8836567401885986, 0.636704295873642, 0.824054628610611, 0.9606927931308746, 0.8338855803012848, 0.6605532467365265, 0.6941636204719543, 0.9256300628185272, 0.9008332192897797, 0.6167471408843994, 0.7232575118541718, 0.7512099742889404, 0.671837568283081, 0.8713983595371246, 0.7355782687664032, 0.9168173372745514, 0.8906479477882385, 0.8227757215499878, 0.9092718958854675, 0.7326564490795135, 0.5821218192577362, 0.6302274167537689, 0.6916239857673645, 0.8963850438594818, 0.7079492509365082, 0.9762541651725769, 0.950686126947403, 0.6298498213291168, 0.9650723040103912, 0.6555607616901398, 0.5306410044431686, 0.40023505687713623, 0.7117702960968018, 0.6718482077121735, 0.8765261471271515, 0.5758876800537109, 0.8212896585464478, 0.6907436549663544, 0.8667888641357422, 0.7696969211101532, 0.854305624961853, 0.49913981556892395, 0.7512387037277222, 0.6995278000831604, 0.4760824143886566, 0.4109577387571335, 0.8591815531253815, 0.4842845946550369, 0.6369101107120514, 0.5435459762811661, 0.7954432666301727, 0.3070663511753082, 0.4173084795475006, 0.7506784498691559, 0.30527909845113754, 0.5238838493824005, 0.5623763799667358, 0.8490423560142517, 0.5954793393611908, 0.5631712973117828, 0.7131893336772919, 0.5952766239643097, 0.5801556408405304, 0.6487290263175964, 0.6791343688964844, 0.6482799053192139, 0.5947684347629547, 0.3602179139852524, 0.3329988196492195, 0.6739630997180939, 0.5198780000209808, 0.5967915654182434, 0.6220354437828064, 0.5685976445674896, 0.4460501968860626, 0.6840335130691528, 0.7807903289794922, 0.8988507986068726, 0.7693558037281036, 0.6478212475776672, 0.6200348138809204, 0.06309149600565434, 0.7401323616504669, 0.49286898970603943, 0.5677741467952728, 0.6459027826786041, 0.6045868098735809, 0.7688287496566772, 0.8045197427272797, 0.7766762673854828, 0.7078489065170288, 0.5335937291383743, 0.08032005280256271, 0.6276114284992218, 0.5273013412952423, 0.7675517797470093, 0.4429274797439575]
