;seed;num_obs;real_values;pred_langevin_posterior_150;pred_langevin_posterior_250;pred_langevin_posterior_300;pred_langevin_posterior_500;pred_langevin_posterior_1000;pred_glasso;pred_threshold;pred_tiger;pred_gnn
0;0;25;[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0];[0.3, 0.3, 0.4, 0.5, 0.8, 0.5, 0.0, 0.1, 0.5, 0.6, 0.5, 0.6, 0.6, 0.6, 0.4, 0.3, 0.7, 0.6, 0.6, 0.6, 0.2, 0.3, 0.6, 0.1, 0.4, 0.2, 0.2, 0.0, 0.3, 0.2];[0.7, 0.8, 0.5, 0.8, 1.0, 0.5, 0.1, 0.5, 0.8, 0.9, 0.6, 0.7, 0.9, 0.9, 0.4, 0.4, 0.9, 0.7, 0.8, 0.6, 0.3, 0.6, 0.7, 0.3, 0.5, 0.5, 0.3, 0.3, 0.6, 0.4];[0.4, 0.3, 0.4, 0.4, 0.8, 0.5, 0.0, 0.1, 0.5, 0.7, 0.5, 0.7, 0.6, 0.6, 0.5, 0.2, 0.4, 0.9, 0.7, 0.6, 0.2, 0.5, 0.5, 0.2, 0.1, 0.2, 0.2, 0.0, 0.4, 0.2];[0.5, 0.3, 0.4, 0.7, 0.9, 0.2, 0.0, 0.1, 0.4, 0.8, 0.5, 0.7, 0.6, 0.7, 0.5, 0.1, 0.4, 0.9, 0.7, 0.6, 0.2, 0.5, 0.5, 0.2, 0.1, 0.1, 0.1, 0.0, 0.4, 0.2];[0.5, 0.3, 0.4, 0.6, 0.8, 0.2, 0.0, 0.1, 0.4, 0.7, 0.5, 0.7, 0.6, 0.7, 0.5, 0.1, 0.4, 0.9, 0.7, 0.6, 0.2, 0.5, 0.6, 0.2, 0.1, 0.2, 0.1, 0.0, 0.4, 0.2];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0];[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5269211174434277, 1.0, 0.7443808012791504, 1.0, 1.0, 1.0, 0.9319812450544392, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9785634873751643, 0.6354171850670575, 0.6178412047097743, 1.0, 0.382055190697338, 1.0, 0.8456921021500873, 0.6943168411959993, 0.42930234525798827, 0.07607749150682379, 1.0];[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0.4168473333120346, 0.48065005242824554, 0.2480672225356102, 0.7665379345417023, 0.7333080470561981, 0.2340957298874855, 0.08772414922714233, 0.24502743035554886, 0.3733047693967819, 0.4146903157234192, 0.4465118944644928, 0.8419215083122253, 0.7110965251922607, 0.7584711313247681, 0.769187867641449, 0.6674728393554688, 0.018999284133315086, 0.7396259009838104, 0.5383719205856323, 0.6993452608585358, 0.2733454704284668, 0.12442134320735931, 0.633254885673523, 0.8862602114677429, 0.4837207645177841, 0.8592598140239716, 0.9120982885360718, 0.9637873768806458, 0.7195106148719788, 0.8065133988857269]
1;0;100;[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0];[0.2, 0.3, 0.7, 0.5, 1.0, 0.2, 0.1, 0.2, 0.6, 0.4, 0.7, 0.7, 0.7, 0.7, 0.4, 0.3, 0.5, 1.0, 0.6, 0.7, 0.2, 0.3, 0.9, 0.1, 0.2, 0.3, 0.3, 0.1, 0.3, 0.2];[0.6, 0.7, 0.7, 0.8, 1.0, 0.3, 0.7, 0.5, 0.8, 0.8, 0.8, 0.7, 1.0, 0.9, 0.4, 0.4, 0.8, 1.0, 0.6, 0.8, 0.3, 0.7, 0.9, 0.3, 0.5, 0.5, 0.4, 0.3, 0.6, 0.4];[0.3, 0.3, 0.5, 0.7, 1.0, 0.2, 0.1, 0.2, 0.6, 0.7, 0.7, 0.7, 0.8, 0.7, 0.5, 0.1, 0.4, 1.0, 0.7, 0.6, 0.2, 0.5, 0.9, 0.2, 0.1, 0.2, 0.2, 0.0, 0.5, 0.2];[0.6, 0.3, 0.5, 0.8, 1.0, 0.2, 0.2, 0.2, 0.5, 0.7, 0.9, 0.8, 0.8, 0.8, 0.5, 0.2, 0.4, 1.0, 0.7, 0.6, 0.2, 0.5, 0.9, 0.3, 0.1, 0.1, 0.2, 0.0, 0.5, 0.2];[0.5, 0.3, 0.5, 0.8, 1.0, 0.1, 0.1, 0.2, 0.5, 0.7, 0.9, 0.8, 0.8, 0.8, 0.5, 0.1, 0.3, 1.0, 0.7, 0.7, 0.2, 0.5, 0.9, 0.2, 0.1, 0.2, 0.3, 0.0, 0.4, 0.2];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0];[0.0690803258307482, 0.39460413940485667, 1.0, 1.0, 1.0, 0.9077023098095512, 1.0, 1.0, 0.8771919396732237, 1.0, 1.0, 1.0, 1.0, 0.9196511312726751, 0.5690971730142333, 0.7078124578984512, 0.5028653043308502, 1.0, 1.0, 1.0, 0.040219805409446086, 0.41961678278547815, 1.0, 0.5336178321028222, 0.5469681232755919, 0.526163631574466, 1.0, 1.0, 0.4926556355290626, 1.0];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0];[0.320459708571434, 0.8650643825531006, 0.04633050784468651, 0.42683739960193634, 0.30353324860334396, 0.08657114021480083, 0.07994482293725014, 0.1934892889112234, 0.4062202274799347, 0.5427393913269043, 0.5540284216403961, 0.3763948380947113, 0.5398897230625153, 0.5357605814933777, 0.6391521990299225, 0.9032572507858276, 0.7558760643005371, 0.40544939041137695, 0.6235340237617493, 0.6687869727611542, 0.3571845144033432, 0.9312366247177124, 0.8767882585525513, 0.6935228705406189, 0.6139186024665833, 0.8654252886772156, 0.9000443816184998, 0.7091817557811737, 0.6581925451755524, 0.9818260967731476]
2;0;350;[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0];[0.3, 0.3, 0.7, 0.5, 1.0, 0.2, 0.9, 0.5, 0.6, 0.7, 0.9, 0.7, 0.8, 1.0, 0.4, 0.2, 0.5, 1.0, 0.9, 0.9, 0.2, 0.3, 1.0, 0.6, 0.2, 0.3, 0.2, 0.0, 0.6, 0.2];[0.6, 0.8, 0.8, 0.8, 1.0, 0.2, 0.9, 0.6, 0.8, 1.0, 1.0, 0.9, 1.0, 1.0, 0.4, 0.3, 0.8, 1.0, 0.9, 0.9, 0.2, 0.6, 1.0, 0.8, 0.5, 0.5, 0.4, 0.3, 0.8, 0.4];[0.6, 0.4, 0.6, 0.8, 1.0, 0.2, 0.9, 0.3, 0.5, 1.0, 1.0, 0.9, 0.8, 1.0, 0.5, 0.1, 0.3, 1.0, 0.9, 0.7, 0.2, 0.4, 1.0, 0.9, 0.1, 0.2, 0.2, 0.0, 0.8, 0.2];[0.6, 0.4, 0.7, 0.8, 1.0, 0.1, 0.9, 0.3, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.0, 0.3, 1.0, 0.9, 0.8, 0.2, 0.4, 1.0, 0.9, 0.1, 0.2, 0.2, 0.0, 0.8, 0.2];[0.6, 0.4, 0.6, 0.8, 1.0, 0.1, 0.9, 0.4, 0.5, 1.0, 1.0, 0.9, 1.0, 1.0, 0.5, 0.0, 0.3, 1.0, 0.9, 0.8, 0.2, 0.3, 1.0, 0.9, 0.1, 0.2, 0.0, 0.0, 0.8, 0.2];[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0];[0.34204226957141004, 0.6490916164987256, 1.0, 0.7230367547998109, 1.0, 0.093674695609003, 1.0, 0.8911797765243692, 0.5582551362251145, 1.0, 1.0, 0.9387443280786012, 1.0, 1.0, 0.13823312477075994, 0.3604435088015681, 0.16620977237743034, 1.0, 1.0, 0.9047793203862238, 0.1334059009585518, 0.26345066345687923, 1.0, 1.0, 0.04790473486898835, 0.33827419844508216, 0.05481597198197281, 0.28388816590523086, 0.8415206556740501, 0.6844793605416328];[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0];[0.7277713418006897, 0.649072527885437, 0.6708081364631653, 0.6860888600349426, 0.5021414458751678, 0.4923630356788635, 0.30441900342702866, 0.728192925453186, 0.7089273035526276, 0.5363045930862427, 0.8541994690895081, 0.9963417947292328, 0.6402500867843628, 0.10012055933475494, 0.41105733811855316, 0.5352645516395569, 0.5227954685688019, 0.8056076765060425, 0.5850531458854675, 0.20833077281713486, 0.9557099044322968, 0.8280966281890869, 0.6685102581977844, 0.5833480805158615, 0.7433561086654663, 0.7446355521678925, 0.8237079977989197, 0.7345148622989655, 0.7454128265380859, 0.8048507571220398]
3;0;1300;[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0];[0.9, 1.0, 1.0, 0.9, 1.0, 0.2, 1.0, 0.4, 0.7, 0.5, 1.0, 1.0, 0.8, 1.0, 0.6, 0.2, 0.6, 1.0, 1.0, 0.9, 0.2, 0.3, 1.0, 0.5, 0.4, 0.0, 0.2, 0.2, 1.0, 0.2];[0.9, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 0.6, 0.8, 0.8, 1.0, 1.0, 1.0, 1.0, 0.8, 0.3, 0.9, 1.0, 1.0, 0.9, 0.3, 0.6, 1.0, 0.6, 0.6, 0.4, 0.4, 0.3, 1.0, 0.3];[0.9, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 0.5, 0.6, 0.7, 1.0, 1.0, 0.8, 1.0, 0.8, 0.1, 0.4, 1.0, 1.0, 0.9, 0.2, 0.4, 1.0, 0.6, 0.1, 0.1, 0.2, 0.0, 1.0, 0.2];[1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 0.6, 0.7, 0.8, 1.0, 1.0, 1.0, 1.0, 0.9, 0.0, 0.3, 1.0, 1.0, 0.9, 0.2, 0.3, 1.0, 0.6, 0.1, 0.0, 0.1, 0.0, 1.0, 0.2];[1.0, 1.0, 1.0, 1.0, 1.0, 0.1, 1.0, 0.6, 0.7, 0.7, 1.0, 1.0, 1.0, 1.0, 0.8, 0.0, 0.3, 1.0, 1.0, 0.9, 0.2, 0.5, 1.0, 0.6, 0.1, 0.2, 0.0, 0.0, 1.0, 0.2];[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0];[0.7546391031107118, 1.0, 1.0, 0.811792060921618, 1.0, 0.15474314856009255, 1.0, 0.47914096651115257, 0.18192742495192987, 0.32691613344553905, 1.0, 0.8813703417533488, 0.5858200780215023, 1.0, 0.5776739607521786, 0.21060968610410394, 0.2196156011531869, 1.0, 1.0, 0.7513457223389425, 0.10305014916071191, 0.0, 1.0, 0.47895823458575454, 0.45856665164678084, 0.04852950538474725, 0.0, 0.42074303290635173, 0.8045633412493212, 0.20981073526189373];[1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];[0.5146133154630661, 0.6946380734443665, 0.8614515066146851, 0.9222559034824371, 0.13930128514766693, 0.5964967608451843, 0.282807819545269, 0.3829977512359619, 0.4939894378185272, 0.1558576636016369, 0.46669137477874756, 0.5475932955741882, 0.6943211853504181, 0.7635188102722168, 0.7982484400272369, 0.6825678944587708, 0.66825270652771, 0.499336838722229, 0.8326879441738129, 0.7580423355102539, 0.6563977301120758, 0.6282402575016022, 0.5091970413923264, 0.697330892086029, 0.8580570220947266, 0.941390186548233, 0.7679877877235413, 0.8687089681625366, 0.718630850315094, 0.7895958125591278]
0;1;25;[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0];[0.6, 0.4, 0.4, 0.5, 0.3, 0.6, 0.4, 0.4, 0.4, 0.4, 0.4, 0.2, 0.2, 0.3, 0.4, 0.5, 0.3, 0.2, 0.1, 0.7, 0.3, 0.3, 0.7, 0.3, 0.7, 0.5, 0.3, 0.6, 0.1, 0.0];[0.6, 0.5, 0.6, 0.7, 0.3, 0.6, 0.6, 0.5, 0.5, 0.8, 0.6, 0.3, 0.4, 0.6, 0.6, 0.5, 0.5, 0.4, 0.4, 0.8, 0.5, 0.3, 0.9, 0.5, 0.8, 0.7, 0.5, 0.8, 0.2, 0.3];[0.6, 0.2, 0.3, 0.4, 0.3, 0.4, 0.5, 0.4, 0.4, 0.4, 0.4, 0.2, 0.2, 0.5, 0.2, 0.4, 0.4, 0.2, 0.1, 0.5, 0.4, 0.2, 0.6, 0.3, 0.9, 0.3, 0.3, 0.6, 0.1, 0.0];[0.6, 0.1, 0.3, 0.4, 0.3, 0.4, 0.5, 0.4, 0.4, 0.4, 0.4, 0.2, 0.2, 0.6, 0.2, 0.4, 0.4, 0.2, 0.2, 0.7, 0.5, 0.2, 0.6, 0.3, 0.9, 0.3, 0.3, 0.6, 0.1, 0.0];[0.6, 0.1, 0.3, 0.4, 0.3, 0.4, 0.5, 0.3, 0.4, 0.4, 0.4, 0.2, 0.2, 0.6, 0.1, 0.4, 0.4, 0.2, 0.2, 0.5, 0.3, 0.1, 0.6, 0.3, 0.9, 0.2, 0.3, 0.6, 0.1, 0.0];[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.2687574995870441, 1.0, 0.27474412332788384, 1.0, 0.3009013093155403, 1.0, 1.0, 1.0, 0.8897224081049243, 0.5267345356560147, 1.0, 0.5842085436337214, 0.7923191365229113, 0.3206433732825658, 1.0, 1.0, 0.18596752630822277, 0.7832045891267803, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7738040462685718, 1.0, 0.35086178840255355, 0.2958595763206821, 0.4147485141793599, 0.4120310641984331, 0.97354529416819];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];[0.5929201245307922, 0.22025437653064728, 0.35914595425128937, 0.46168646216392517, 0.4630383402109146, 0.719855934381485, 0.3296964317560196, 0.5064938366413116, 0.3184928148984909, 0.5637427568435669, 0.3451847434043884, 0.46604008972644806, 0.04754887521266937, 0.8191683888435364, 0.6744824349880219, 0.5296479761600494, 0.9524972140789032, 0.6560985147953033, 0.42266975343227386, 0.8213791847229004, 0.6225938498973846, 0.4167676717042923, 0.3685702234506607, 0.5540174543857574, 0.23793310299515724, 0.537894070148468, 0.5058921277523041, 0.66081702709198, 0.7278190553188324, 0.7161543071269989]
1;1;100;[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0];[0.6, 0.5, 0.4, 0.4, 0.4, 0.2, 0.4, 0.4, 0.4, 0.5, 0.4, 0.2, 0.2, 0.5, 0.4, 0.5, 0.3, 0.1, 0.4, 0.5, 0.8, 0.2, 0.8, 0.3, 0.9, 0.5, 0.3, 0.7, 0.3, 0.1];[0.6, 0.5, 0.6, 0.6, 0.4, 0.4, 0.6, 0.6, 0.7, 0.8, 0.5, 0.4, 0.4, 0.8, 0.6, 0.5, 0.5, 0.4, 0.7, 0.7, 0.9, 0.2, 0.9, 0.5, 1.0, 0.7, 0.4, 0.9, 0.4, 0.2];[0.6, 0.2, 0.3, 0.3, 0.2, 0.2, 0.5, 0.4, 0.4, 0.4, 0.3, 0.2, 0.2, 0.7, 0.2, 0.4, 0.3, 0.2, 0.4, 0.5, 0.9, 0.2, 0.7, 0.3, 1.0, 0.3, 0.3, 0.7, 0.3, 0.0];[0.6, 0.1, 0.3, 0.3, 0.2, 0.2, 0.5, 0.3, 0.4, 0.5, 0.3, 0.2, 0.2, 0.8, 0.1, 0.4, 0.4, 0.2, 0.5, 0.7, 0.9, 0.2, 0.8, 0.2, 1.0, 0.3, 0.3, 0.7, 0.5, 0.0];[0.6, 0.1, 0.2, 0.3, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.3, 0.2, 0.1, 0.8, 0.1, 0.4, 0.3, 0.2, 0.5, 0.6, 0.9, 0.1, 0.7, 0.2, 1.0, 0.2, 0.3, 0.7, 0.4, 0.0];[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[1.0, 1.0, 0.0, 0.26801712819800083, 1.0, 0.21514247329568523, 0.8611317485923095, 1.0, 0.962203131608558, 0.2745889944430277, 0.6315196348510606, 0.5293801450938879, 1.0, 1.0, 0.8504784298064872, 0.16039281696351287, 0.6205535381778551, 0.15220155551916856, 1.0, 1.0, 1.0, 0.4546957627031917, 1.0, 0.10675121431010832, 1.0, 0.8845776066344659, 0.24900136313304755, 1.0, 1.0, 1.0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];[0.953176349401474, 0.5017949491739273, 0.40760257840156555, 0.9206476807594299, 0.4981589764356613, 0.6958845257759094, 0.570525586605072, 0.37309905886650085, 0.5246394574642181, 0.579079806804657, 0.5672738254070282, 0.7300268411636353, 0.16090257465839386, 0.48666641116142273, 0.6137374043464661, 0.8137906789779663, 0.8588098883628845, 0.8730126619338989, 0.1360022947192192, 0.7227524220943451, 0.6731844246387482, 0.5970942676067352, 0.6590105295181274, 0.6797117590904236, 0.29332203418016434, 0.4939110428094864, 0.29077139496803284, 0.41836974024772644, 0.5067549645900726, 0.8854588270187378]
2;1;350;[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0];[1.0, 0.2, 0.4, 0.4, 0.6, 0.2, 0.4, 0.4, 0.4, 0.5, 0.4, 0.3, 0.2, 0.6, 0.6, 0.5, 0.3, 0.5, 0.8, 0.9, 0.9, 0.2, 1.0, 0.3, 1.0, 0.5, 0.3, 0.7, 0.3, 0.0];[1.0, 0.5, 0.6, 0.6, 0.6, 0.4, 0.6, 0.5, 0.7, 0.8, 0.6, 0.8, 0.4, 0.8, 0.7, 0.5, 0.5, 0.7, 0.9, 0.9, 0.9, 0.2, 1.0, 0.5, 1.0, 0.7, 0.4, 0.9, 0.4, 0.2];[0.9, 0.1, 0.3, 0.4, 0.4, 0.2, 0.4, 0.3, 0.4, 0.4, 0.3, 0.3, 0.2, 0.8, 0.3, 0.5, 0.4, 0.4, 0.9, 0.9, 1.0, 0.1, 1.0, 0.3, 1.0, 0.2, 0.3, 0.6, 0.2, 0.0];[0.9, 0.1, 0.3, 0.5, 0.4, 0.2, 0.5, 0.3, 0.4, 0.4, 0.3, 0.3, 0.2, 0.8, 0.0, 0.5, 0.4, 0.5, 0.8, 0.9, 1.0, 0.2, 1.0, 0.3, 1.0, 0.3, 0.3, 0.6, 0.3, 0.0];[0.9, 0.1, 0.2, 0.4, 0.4, 0.2, 0.2, 0.2, 0.4, 0.5, 0.3, 0.3, 0.1, 0.8, 0.3, 0.5, 0.4, 0.5, 0.9, 0.9, 1.0, 0.0, 0.9, 0.2, 1.0, 0.3, 0.3, 0.6, 0.2, 0.0];[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0];[1.0, 0.21334188998521367, 0.3480758225202472, 0.3949485498546674, 1.0, 0.3040795914897583, 0.12531175027976182, 0.7904876522070251, 0.43680766974054225, 0.5277649489108417, 0.5532867197090559, 0.8883003279581897, 0.15544790826481533, 1.0, 0.8677179621611892, 0.42741059199368, 0.2921083140911979, 0.8965307467155552, 1.0, 1.0, 1.0, 0.4595097555385178, 1.0, 0.06698032338486534, 1.0, 0.49667125415935115, 0.09638442324740581, 0.7290998102771239, 1.0, 0.4923183126913659];[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0];[0.7680389881134033, 0.6798465549945831, 0.41790299117565155, 0.3743880093097687, 0.5598352551460266, 0.5033370107412338, 0.24721697717905045, 0.41821348667144775, 0.3287504017353058, 0.18815907835960388, 0.34789060056209564, 0.2921736463904381, 0.2737864851951599, 0.5080400854349136, 0.4304734021425247, 0.5323212295770645, 0.7680560648441315, 0.7766656279563904, 0.43245524168014526, 0.9168727993965149, 0.5218655169010162, 0.3234991207718849, 0.47948142886161804, 0.6912148594856262, 0.42799195647239685, 0.42933884263038635, 0.29036714136600494, 0.5053140074014664, 0.6231928765773773, 0.6215337812900543]
3;1;1300;[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0];[1.0, 0.2, 0.4, 0.3, 0.4, 0.4, 0.6, 0.7, 0.7, 0.4, 0.7, 0.2, 0.2, 0.3, 0.4, 0.5, 0.4, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 0.4, 1.0, 0.5, 0.3, 0.6, 0.9, 0.0];[1.0, 0.5, 0.6, 0.6, 0.5, 0.5, 0.7, 0.7, 0.9, 0.7, 0.8, 0.3, 0.4, 0.8, 0.6, 0.5, 0.5, 1.0, 0.9, 1.0, 1.0, 0.3, 1.0, 0.7, 1.0, 0.7, 0.4, 0.8, 1.0, 0.0];[1.0, 0.1, 0.3, 0.3, 0.2, 0.3, 0.4, 0.4, 0.6, 0.4, 0.5, 0.2, 0.2, 0.6, 0.2, 0.4, 0.1, 1.0, 1.0, 1.0, 1.0, 0.1, 1.0, 0.3, 1.0, 0.3, 0.3, 0.6, 1.0, 0.0];[1.0, 0.1, 0.3, 0.3, 0.2, 0.3, 0.5, 0.4, 0.6, 0.4, 0.6, 0.2, 0.2, 0.6, 0.1, 0.4, 0.3, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 0.3, 1.0, 0.4, 0.3, 0.6, 0.9, 0.0];[1.0, 0.1, 0.3, 0.2, 0.2, 0.3, 0.3, 0.2, 0.7, 0.4, 0.6, 0.2, 0.2, 0.6, 0.0, 0.3, 0.1, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.1, 1.0, 0.3, 0.3, 0.6, 1.0, 0.0];[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0];[1.0, 0.014562196620726936, 0.033745189708295424, 0.018514446291650482, 0.34268422019451633, 0.38850405671933097, 0.6153171836055756, 0.7963676447051331, 0.4482763139073963, 0.050389913669772364, 0.7336322517479525, 0.07291585731044829, 0.06707049826535659, 0.2885897267736695, 0.2685064051825963, 0.0, 0.2736975193231276, 1.0, 1.0, 1.0, 1.0, 0.1864097579957758, 1.0, 0.363549690149909, 1.0, 0.3969843886477501, 0.1125653902527594, 0.03011026131900194, 1.0, 0.14730776584682678];[1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];[0.6650853753089905, 0.33410651981830597, 0.8487963974475861, 0.8683232367038727, 0.39353686571121216, 0.7757889330387115, 0.8400736153125763, 0.4741941839456558, 0.5358389168977737, 0.8069668710231781, 0.24074776470661163, 0.22161584347486496, 0.6124573051929474, 0.7998981177806854, 0.819420725107193, 0.4675180912017822, 0.5135576277971268, 0.9247640073299408, 0.6123724281787872, 0.11982501577585936, 0.47721871733665466, 0.5118744522333145, 0.40879833698272705, 0.6409574449062347, 0.6541881561279297, 0.41875484585762024, 0.7453531920909882, 0.6653581857681274, 0.48306846618652344, 0.5213764011859894]
